actorid,movieid,role
667,1805,Himself
667,9125,Roger Murdock
667,22035,Himself
667,30582,Himself
667,34923,
667,41893,Himself
667,48095,Himself/Hakim
667,48101,Himself
667,60564,Fighter on Film #2 (Ship's Th
667,75539,Himself
667,76253,Himself
667,109935,Himself
667,114381,Himself
667,115325,Himself
667,117713,Himself
667,123389,Hakim
667,131720,
667,143874,Himself
667,165101,
667,190016,"Hakim [from Game of Death""]"""
667,202193,
667,228950,Himself
667,230690,Himself
667,240180,Himself
667,250564,Himself
667,267563,
667,273704,Himself
667,304481,The Archangel of Basketball
667,330492,Special Guest
667,340320,Himself
667,364100,Hank
667,364101,Hank
667,388136,Himself
667,406363,"The Monster!"" shouter"""
668,203243,Showroom Mannequin
669,114381,Bullet Haines
669,160375,Basketball player
669,342938,Caddy #2
670,185255,Kronos
670,333007,Bartender
671,1805,Himself - Performer
671,2398,Himself/presenter
671,220207,Himself
672,1805,Himself - Performer
672,2398,Himself/presenter
672,102569,Moustafa 'Moose' Hakeem Jones
672,218853,"Himself (segment Badder"")"""
672,220207,Himself
672,365559,Boy
673,1805,Himself - Performer
673,2398,Himself/presenter
673,218853,"Himself (segment Badder"")"""
673,220207,Himself
674,1805,Himself - Performer
674,2398,Himself/presenter
674,218853,"Himself (segment Badder"")"""
674,220207,Himself
675,231790,Prison Guard
676,20042,Himself (dancer-acrobat)
676,58894,
677,226012,
678,60448,
679,376442,Azid
680,197464,Akbar
680,357348,
681,313780,Kasser
681,319083,3rd Man
682,229004,
683,154120,Abdul
683,349237,
684,113702,
685,97793,
686,390950,Fatima's gang
687,7632,Himself (Valet)
687,86628,
687,201041,Rajat Saxena
687,312532,
687,407130,Keshav Malhotra
688,155241,Ice Cream Kid
689,404387,
690,49081,Deba
691,178685,Hussein
692,123280,Restaurant Manager
692,187472,Karaba
692,217380,Arab Foreman
692,217600,Captain
693,390828,Grand Prix (2001)
694,7630,Witch doctor
695,155241,Ice Cream Kid
696,139873,Nasir
697,361665,
698,253240,
699,236697,French bank guard
700,355052,Extra
701,80051,Bartender
702,136364,Nigerian
702,398874,Dr. Abdul Dialo (2000-2002)
703,167574,"Himself - Spokesman, Danish H"
704,197464,Abu Pirumov (2nd Pilot)
705,64153,
705,262222,
706,263673,
706,349366,
707,59979,
707,228998,
708,20895,Valli
709,43072,
709,85216,
709,154836,
709,173705,
710,33838,
710,298810,
711,102461,
712,25493,
713,429,
713,3034,
713,10276,Prince
713,16543,
713,20104,
713,51689,
713,59772,Ivan Sergeevich Puhov
713,63608,Alexandra's boyfriend
713,63610,
713,84260,Anthony Marston
713,89801,
713,89817,Dr. Simpson/Gulliver
713,95695,
713,107664,
713,113207,
713,117852,Zhakob
713,125658,
713,134188,
713,162674,de Charance
713,172059,Valery Ostrovsky
713,174163,"Nikita, Nina's boy-friend"
713,176136,
713,180738,
713,187013,Sergei
713,219725,
713,226427,
713,228113,
713,237467,Grigori Stepanovich Smirnov
713,237566,
713,237970,Bear
713,261689,
713,262659,
713,265071,Kozlov
713,265844,
713,265845,
713,266016,
713,276619,
713,280397,Himself
713,282741,
713,282824,
713,286558,Volodya Smirnov
713,299404,
713,303349,
713,309360,
713,315934,
713,317763,
713,318562,
713,323332,
713,332994,Anton Kashtanov
713,336424,Ramkopf
713,343970,Lancelot
713,347307,
713,357471,
713,370188,
713,373484,Bandit
713,374779,Walter Hartwright
713,374788,
713,374994,Vladimir Zharovsky
713,375656,
713,375660,
713,378720,Engineer Schukin
713,380347,
713,386003,
713,388489,Blifford Linds
713,389747,Lyadashchev
713,397053,Koroviev
713,397513,Driver of 'Black Cat'
713,399344,Lavr
713,399353,Lavr
713,409735,
714,262161,Gestapo Col. Kraschke
715,10266,Aizeks
715,33820,
715,60446,Tarantulov - school superinte
715,60844,Arseniy Yulyevich
715,79620,Ushakov
715,129924,Jigonet
715,172439,Governor of the town
715,219454,Ivan Akimovich
715,244162,
715,259066,Professor
715,261364,Colonel
715,262168,Passenger
715,268140,Jose Antonio Alvarez
715,293987,Jacques Lavendel
715,294672,Sheriff
715,320483,"Dymba, the Greek"
715,320668,"Dorokhov, factory director"
715,320688,Bartender
715,375859,Vesset the Elder
716,45129,Volga Taxi Owner
717,13464,
717,13465,
717,43215,
717,88850,
717,91210,
717,154105,
717,174251,
717,180103,
717,180364,(Voice)
717,181510,
717,229911,
717,230048,
717,231173,
717,263685,Teacher
717,263695,
717,341238,"Kostya, a circus actor"
717,349077,
717,349347,
717,349849,Narrator
717,356114,
717,356823,"Henri York, a journalist"
717,370191,
717,374839,
717,381021,
717,397513,Solovyov
717,408861,
718,33801,
719,64153,
720,173705,
720,305878,
721,90979,
721,129655,
721,176140,
721,357693,
722,79450,Bilal Muhammed
723,245912,Madcap
724,39930,Arab Boy
725,202301,
726,316829,
727,62622,Genie
728,2500,
728,18410,Sharkey
728,131235,Hogg
728,139757,Johnson
728,243731,Shorty McGee
729,86593,
730,155963,
731,263207,
732,124845,
732,175658,
732,309364,
733,34535,Beshkempir
733,131545,Themselves
733,201011,The Chimp
734,6079,Alus
734,106058,Thug
735,95343,Dead gang kid
735,109064,Nishi
735,324235,A Clown
736,14244,Ojii-chan
737,287620,Georges
738,122536,
738,167943,
738,181968,
738,300480,
738,300509,
739,300425,Jay Jay
740,13623,
740,61054,FBI Agent
740,90558,Takeshi Ito
740,121932,Mr. Murai
740,130484,Mitsuo Katagiri
740,137342,Narimoto
740,138063,Alice's Mother's Companion
740,146891,
740,174945,
740,181566,Kujaku
740,257455,Hideyuki Ishikawa
740,283723,Andô
740,324726,Hayate
740,370436,Tsukiyomi
740,385987,Eitaro Kawaguchi
740,391455,Mitsugu Shibayama
740,397186,Shunsuke Izumida
740,398493,Hayato Kitazawa
740,398576,Gion Touji
740,405276,Jun Ohmori
740,408890,Jiro Ueda
740,408891,Jiro Ueda
741,130527,
741,141901,
742,381165,Asuka/Abare Black
743,320106,Kendo
744,1300,Dancer
745,9470,Katada
745,144494,
745,156234,City Assemblyman
745,167955,
745,167957,
745,198826,Shichigoro
745,209934,
745,216493,Temma Tsujikaze
745,216495,Goroku
745,216501,Goroku
745,216502,Goroku
745,216503,Goroku
745,233276,Uncle
745,242123,
745,319974,
745,327796,
745,370731,Sukesaburo
746,201835,Writer and Producer
747,403494,Himself
748,79272,Dater
749,324285,Restaurant Owner
750,9295,Yosuke Nonaka aka Muraki
750,16535,Kiyoshi Kaneko
750,163771,Toru Ishibashi
750,169185,
750,256323,"Satoru, Brother"
750,299323,Akio Kondou
750,328016,Kenzo Muraki
751,334893,Cursed Highschooler
752,274358,Lao
752,318977,Surgeon
753,374352,Hagi
754,123450,
755,206755,Haruo
756,122957,Himself (interview segment)
757,319531,
758,61054,
758,209838,Eiji Kure
758,298884,Ikkakujuu no Ryuuji
758,334868,Hiroshi Fujimoto
758,349220,Mitsuru Yamaguchi
758,358947,Ichiro (as young man)
758,394548,Nekota
759,408351,
759,408352,
760,176527,
761,170332,
761,179377,
761,335381,
762,139703,Staffer
762,196342,FBI Agent Sato
762,270923,Woo's Man #1
762,394677,Peter Choy
763,182002,Kabagonis
764,264434,Jaxxon
765,373224,Kimura tenin
767,8620,Aota's dad
767,9548,Teizo Yuasa
767,17419,Hoshino
767,17422,
767,17425,Kurobe
767,17429,Moto Kuroiwa
767,19702,
767,28134,
767,29562,
767,61114,Yamagami
767,106707,Ronin
767,121214,Katsuyan
767,122089,
767,123272,
767,125236,Chuichi
767,130513,
767,131295,Cpl. Miyaguchi
767,136394,
767,136395,Genzo Matsuri
767,138486,Besho
767,142177,
767,144439,
767,144506,
767,144735,
767,171658,
767,172262,Dobashi
767,177862,Ichizo Uchiyama
767,177866,
767,182061,
767,182489,
767,182491,
767,202827,Akifumi Motomura
767,209932,Tatsuzo Karasawa
767,210202,Bunzon
767,216386,
767,217073,Sakae Oya
767,223001,
767,227661,Te
767,229770,Geki
767,232518,Oike
767,232916,Sgt. Watai
767,233098,
767,233117,
767,234244,Yasukawa
767,242207,
767,242232,Kenji Funaki
767,243354,Toraichiro Yamaga
767,275753,Chief of Staff Soka
767,298693,Police officer
767,298965,
767,299149,
767,299235,
767,299559,Hiromatsu
767,300201,
767,323133,
767,324943,Yasaburo Oba
767,334930,Tetsudo-shokuin
767,335505,
767,336000,Rear.Adm Ounishi Takijirou
767,343639,
767,344955,
767,358385,Daikichi
767,359720,Matsu
767,359838,Ryuzo Goda
767,370706,Leader of the Village Assembl
767,371800,
767,371915,Mitsuaki Suzumoto
767,374092,
767,375580,"Kawagoe, Police"
767,375594,Sugato
767,405185,Hiromatsu
767,410642,Tseng Lung
768,39495,Security Guard
768,45105,Pentjak #2
768,45486,Henchman #4
768,64863,Sensei
768,234067,Yakuza bodyguard
768,301633,Chai Li
768,321702,Yoshimos Bodyguard
769,153410,Dong Dong
770,170982,Japanese reporter
770,194025,Hospital doctor
770,292670,Imperial Japanese Voices #2
770,300180,Cheetah Customer
771,408434,Toshio Sugi
772,263443,Himself
773,131205,Man that was shot
774,179545,Oil Minister
775,349425,
776,388463,
776,392260,
777,346314,Guitar Man
778,396299,Shulman's Mother
779,199463,Club promoter
779,258903,Danny A
780,294733,Arab kid
781,23077,Shukri
782,360695,Himself
783,346185,
784,65427,Jimmy
784,341772,Technician #8
784,348526,Follower
785,23064,
785,78995,Dr. Combs
785,381156,
785,381720,Adalberto
785,383688,Guillermo
785,385370,Fabián Sánchez Serrano
785,397019,
785,397839,Rodrigo
785,398229,
785,398794,
785,402077,
785,406861,
785,407304,
786,346185,
787,117571,Youssef
787,235645,Abe
788,206253,
789,29607,Lateef
789,251669,Mehrollah's friend
789,337397,
790,320109,Sam
791,203696,Frustrated cafe poet
792,239756,Alex Thomas Phillips
793,239756,Steam City Mayor
794,365587,
795,282440,"Travis, the Playwright"
796,97372,
796,328922,Rogelio
796,383206,
797,228761,Juez 2
798,8249,L'agriculteur
798,11934,Client du Dr. Guelos
798,19186,Le second examinateur
798,19624,Le préfet de police
798,30345,
798,43758,Commissaire Corbeau
798,51241,"Gourbi, le voisin"
798,63552,Un épargnant
798,64333,Himself (2000)
798,68927,Le demandeur de prêt
798,87500,Le représentant
798,88067,Le client de l'hôtel
798,99362,
798,111127,
798,121936,Glackspill
798,129247,
798,148666,Himself
798,155138,Un locataire
798,156294,M. Roque
798,188671,
798,191560,L'infirmier barbu
798,198970,Maurice
798,215021,Victor
798,216774,Le brûleur de pellicule
798,225370,Police français
798,231397,Mr. Smith
798,243284,
798,246306,Le barman auvergnat
798,249293,Directeur du rallye
798,256998,Le gardien d'usine
798,279648,
798,279723,Commissaire Marino
798,285819,Garibaldi
798,294568,
798,303618,
798,320240,Le client poisson cru
798,325068,
798,336968,Gédéon le ferrailleur
798,345329,L'employé aux tables d'écoute
798,351821,Le voyageur au guichet
798,353660,Marachielli
798,355872,Un conseiller
798,356984,
798,376998,
798,377885,Co-Host
799,199463,NY club patron
800,162567,Dr. Rogers
800,233787,Himself
800,267932,Mr. Lucky
801,1372,Count Berchtold
801,20075,Alphonse Gunderman
801,20158,
801,20425,
801,24654,Himself
801,29355,
801,37507,
801,40357,
801,46612,Ludwig von Lellewel
801,46622,Der Mann
801,48677,
801,52002,Prince de Rohan
801,67222,
801,77402,
801,86290,
801,86296,
801,89706,Count Eberhard
801,92541,Graf Told
801,93865,
801,94489,Sillon
801,94625,
801,98046,Rechtsanwalt
801,98572,Guide
801,102599,
801,103143,Buchhalter Spork
801,107639,
801,107963,
801,111764,
801,113452,Philipp Collins
801,114965,Gaston
801,119150,Fennhofer
801,119151,
801,119184,
801,119195,Daffinger
801,124129,
801,125112,
801,126338,Johann
801,126341,
801,126474,
801,126869,
801,127580,
801,133320,
801,134830,
801,144000,
801,144009,
801,144191,
801,144324,Johann Strauss Jr.
801,147268,Knips the Poet
801,156703,
801,161569,
801,162453,
801,164827,
801,164906,
801,168740,Jack Matting
801,170639,
801,173049,
801,173150,"Wagemann, headmaster"
801,174533,Gemeindeleiter Seifert
801,178622,
801,179297,The Mayor
801,180004,King of Saxony
801,183245,Schriftsteller Alfred
801,183258,
801,185794,
801,185795,
801,185796,Paul
801,189645,
801,193498,
801,195059,
801,196713,
801,204500,
801,204635,Jan
801,205594,Dr. Winter
801,206824,Sir John Menier
801,209986,
801,210073,Mr. Knast
801,211076,
801,211111,Helmuth Köhler
801,211128,
801,212097,Johhan (Joh) Fredersen
801,214175,
801,214195,
801,218994,
801,226250,
801,226281,
801,227741,
801,242855,
801,253906,
801,254430,Lorenz Lubota
801,264346,
801,264348,
801,266357,
801,272537,Generaladjutant Sablin
801,272823,
801,282180,
801,283057,
801,286211,Iwan Keller
801,288007,
801,289952,
801,290020,
801,290444,
801,290617,
801,290764,Graf d'Eguzon
801,293237,
801,293445,
801,293874,Bruneaux
801,301030,Astor Terbanks
801,301050,
801,303719,"Patrick, Butler"
801,306929,
801,311077,
801,311079,
801,311092,
801,311096,
801,311240,Mr. Palmer
801,316810,
801,322939,
801,324693,
801,324694,
801,326032,
801,337554,Radcliffe
801,337558,
801,345901,William Liners
801,347761,
801,351605,Anselmus Aselmeyer
801,354369,
801,360957,
801,361095,Gorre
801,361383,
801,361453,
801,361482,
801,376483,
801,376765,
802,107022,
802,392747,Tranquilino
802,395044,
803,27171,Haitian Gang
804,282058,Raoul
804,358655,
805,174179,Man at amusement park #1
805,365966,
806,175782,Papa Kiir
806,209857,
806,234863,Noor pensionär
806,301428,
806,320397,Papa Kiir
806,354288,Assistant Foreman Tasku
806,374716,
807,258331,Acteur (IV)
808,241444,
808,331762,Chorus Boy
809,57389,Seraph Dancer
809,196328,Construction Man #1
810,126447,Gerhard Schmidt
810,142039,
811,19346,Le commissaire
811,68347,
811,80335,Chef de station de metro
811,91977,Policier municipal 1
811,100242,
811,106205,Metro Beggar
811,182949,J.P.
811,208830,Catso
811,237315,Le contrôleur
811,238470,Le buraliste
811,240429,Ivan
811,276305,
811,319822,Gardien
811,353845,Policier III
811,356369,
811,398075,Jean-Gabriel Peltier
812,162426,Capt. Van Brunt
813,162364,Representative Graceson
814,20260,Mike the Bartender
814,126277,Gen. West
815,189325,Lenny
817,108536,Himself
818,80848,
819,220775,Jazz Musician
820,233004,
821,233004,
822,12511,Pilot
822,126546,Himself
822,147221,Bjørn
823,223486,
824,315662,Interviewee
825,157894,Roy/Director
826,157894,Roy
827,41123,Court Stenographer
828,302748,Bartender
829,368130,Gert's voice
830,113282,USS Nimitz crew
831,1048,Charles Gibson
831,7498,Richard Aiken
831,14163,Howard Clinton
831,14239,Judge
831,20206,Mr. Phillips
831,34403,Mr. Beaumont
831,35725,Thornton
831,69353,The Thief
831,77685,Judge
831,93101,George Allerton
831,94881,Director
831,107013,Milo Terkel
831,113907,Chris McClelland
831,114200,Gregory Stone
831,116523,Himself
831,122052,Dist. Atty. Adams
831,129231,A. J. Colder
831,132456,Homer Morrison
831,134070,Dr. John Stafford
831,137393,"Milo Terkle, in 'Fabulous Joe"
831,138206,Prof. Bowdin
831,146840,Narrator
831,147391,Insp. Hammock
831,147543,Danny Reed
831,159078,Capt. Trask
831,162837,Col. Fuller
831,176321,Gabby Sloan
831,177508,Robert Barnes
831,178017,Harry Archer
831,183609,Stanley Ashton
831,185763,
831,186355,Rogers
831,190788,Carpenter
831,203684,Col. A.B. Morgan
831,210871,Nick Ranson
831,212752,Elliott Thomas
831,214977,
831,215041,Charles Stewart Calvin
831,221124,George Trellis
831,229498,
831,232168,"Maj. Foster, MD"
831,235171,Tom
831,245031,
831,260951,Dan Foster
831,270497,Hugh Allison
831,271297,T.D. Shawnessy
831,292260,Kenneth Carpenter
831,301676,Mayor Adams
831,302471,
831,304367,George Gore
831,306466,Chaplain
831,306490,Col. Moore
831,313377,B.G. DeSoto
831,314246,Warden Keller
831,329450,Maj. Horvath
831,331520,D'Artagnan
831,342933,"Ford 'Jitney' Adams, aka Davi"
831,350645,Himself
831,358439,Cmdr. Roberts
831,360477,Philip Talbot
831,364204,Dr. George Benedict
831,366612,Karl Stevens
831,366982,James 'Jim' Trent
831,406788,
831,407103,Himself/Host (1959)
832,347039,
833,389971,The Vicious Boys (1986)
834,339048,Man at Museum Post Card Rack
835,149619,
835,353187,
836,255559,
837,166129,Policier Gare
838,339048,Museum Guard
839,256962,Bobbys onkel (Bobby's uncle)
840,103774,Junjun Estrera
840,136907,
840,145119,
840,381852,Jun Jun
840,387832,Junjun Estrera
841,198567,Yvan's father
842,11024,José
842,33804,Simonnet
842,35502,Perez
842,36669,Philippe
842,52737,Benoît
1006,35351,Milo
1006,69380,Mathieu
1006,100505,Jean-Denis
1006,203972,Thomas
1006,222454,Raphaël
1006,231286,Bernard
1006,253246,Mathieu Pittas
1006,279249,Flic 1
1006,295119,Abitha
1006,327566,Armed man
1006,340152,Le père de la petite fille
1007,80352,Angel
1007,226487,
1007,383442,Eduardo Medina
1008,3388,
1008,6625,
1008,106323,
1008,137613,
1008,148085,
1008,236472,
1009,37164,Farmer's son
1010,199307,
1011,376717,
1012,376717,
1013,2252,"(segment Poisson Rouge"")"""
1013,15321,Camille
1013,19639,Aram
1013,19687,Arshile Gorky
1013,23680,
1013,57533,
1013,58409,Carlos
1013,78386,
1013,164197,Simon
1013,190745,Simon
1013,198303,Le swami
1013,231286,Lecarpe
1013,234303,
1013,236592,
1013,254123,Dan
1013,258982,Un client
1013,278155,Danseur grec
1013,301522,Le second consommateur
1013,327654,
1013,340950,Lt. Dessalines
1013,345378,Albert
1013,346459,
1013,349713,
1013,371303,He
1014,136386,
1015,314853,Banker
1016,190273,Party Boy
1017,31861,
1018,99192,Hunter 2
1019,29287,Rudolf - the Bettor
1019,53312,Chaplain
